,Win_Loss,FG,FGA,FG_Percent,3P,Differential,3PA,3P_Percent,FT,FTA,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Plus_Minus,Postseason,Opp_Def_Eff,Opp_TS,Opp_TO_per_POS,Opp_3PT_Made,Over/Under
0,0,9.0,15.0,0.6,7.0,-5,11.0,0.636,4.0,4.0,1.0,2.0,5.0,7.0,1.0,1.0,2.0,5.0,4.0,29.0,21.5,10.0,0,1.056,1.113,0.148,10.2,1
1,0,5.0,10.0,0.5,2.0,-10,6.0,0.333,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,1.0,2.0,5.0,12.0,6.5,-11.0,0,1.014,1.062,0.141,9.3,1
2,0,2.0,7.0,0.286,1.0,-34,1.0,1.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,0.0,4.0,5.0,0.9,-11.0,0,1.036,1.082,0.139,9.0,0
3,1,4.0,7.0,0.571,3.0,11,5.0,0.6,2.0,3.0,0.667,2.0,3.0,5.0,2.0,4.0,0.0,0.0,3.0,13.0,15.8,8.0,0,1.042,1.103,0.149,11.1,1
4,0,8.0,18.0,0.444,4.0,-1,12.0,0.333,0.0,0.0,,2.0,4.0,6.0,1.0,2.0,1.0,0.0,5.0,20.0,14.6,9.0,0,1.032,1.098,0.144,10.2,1
5,1,4.0,10.0,0.4,3.0,2,6.0,0.5,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,0.0,1.0,3.0,11.0,7.0,14.0,0,1.066,1.121,0.139,10.7,0
6,1,2.0,8.0,0.25,1.0,8,4.0,0.25,0.0,0.0,,1.0,7.0,8.0,2.0,4.0,1.0,3.0,4.0,5.0,4.5,5.0,0,1.032,1.098,0.144,10.2,0
7,1,7.0,15.0,0.467,6.0,10,11.0,0.545,2.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,4.0,22.0,15.7,12.0,0,1.072,1.128,0.149,11.6,1
8,1,8.0,13.0,0.615,5.0,11,9.0,0.556,1.0,2.0,0.5,0.0,6.0,6.0,2.0,0.0,1.0,2.0,2.0,22.0,16.8,21.0,0,1.047,1.106,0.156,10.6,1
9,1,5.0,8.0,0.625,3.0,7,5.0,0.6,1.0,3.0,0.333,1.0,11.0,12.0,0.0,1.0,1.0,3.0,6.0,14.0,9.9,13.0,0,1.013,1.078,0.148,9.8,1
10,0,7.0,16.0,0.438,6.0,-1,12.0,0.5,4.0,5.0,0.8,2.0,5.0,7.0,0.0,1.0,2.0,1.0,4.0,24.0,17.9,6.0,0,1.079,1.142,0.146,11.9,1
11,0,4.0,10.0,0.4,2.0,-21,6.0,0.333,1.0,2.0,0.5,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,11.0,8.0,-27.0,0,1.037,1.062,0.139,10.4,0
12,1,9.0,12.0,0.75,5.0,4,8.0,0.625,8.0,8.0,1.0,1.0,5.0,6.0,4.0,4.0,0.0,2.0,3.0,31.0,32.0,10.0,0,1.068,1.106,0.138,10.7,1
13,1,5.0,9.0,0.556,2.0,6,5.0,0.4,0.0,0.0,,0.0,6.0,6.0,1.0,0.0,1.0,2.0,4.0,12.0,7.3,16.0,0,1.048,1.09,0.136,10.4,1
14,0,6.0,14.0,0.429,5.0,-8,12.0,0.417,3.0,3.0,1.0,1.0,5.0,6.0,1.0,2.0,1.0,0.0,3.0,20.0,17.0,5.0,0,1.037,1.062,0.139,10.4,1
15,1,4.0,12.0,0.333,2.0,21,7.0,0.286,3.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,13.0,9.3,16.0,0,1.013,1.078,0.148,9.8,1
16,1,3.0,11.0,0.273,2.0,20,8.0,0.25,1.0,2.0,0.5,0.0,10.0,10.0,3.0,2.0,0.0,2.0,2.0,9.0,6.4,28.0,0,1.036,1.076,0.127,9.7,0
17,1,5.0,7.0,0.714,2.0,19,4.0,0.5,2.0,3.0,0.667,0.0,8.0,8.0,2.0,1.0,0.0,1.0,2.0,14.0,13.7,3.0,0,1.069,1.109,0.14,10.0,1
18,0,1.0,11.0,0.091,0.0,-22,9.0,0.0,0.0,0.0,,0.0,4.0,4.0,4.0,1.0,0.0,3.0,2.0,2.0,-4.1,-7.0,0,1.085,1.126,0.131,11.4,0
19,1,4.0,12.0,0.333,1.0,5,5.0,0.2,0.0,0.0,,5.0,7.0,12.0,1.0,2.0,0.0,3.0,4.0,9.0,5.9,8.0,0,1.056,1.113,0.148,10.2,0
20,0,4.0,13.0,0.308,3.0,-11,10.0,0.3,0.0,0.0,,0.0,5.0,5.0,1.0,1.0,0.0,4.0,4.0,11.0,1.1,-8.0,0,1.014,1.062,0.141,9.3,0
21,1,8.0,19.0,0.421,6.0,5,13.0,0.462,3.0,3.0,1.0,2.0,6.0,8.0,3.0,2.0,2.0,2.0,3.0,25.0,20.4,8.0,0,1.042,1.103,0.149,11.1,1
22,0,3.0,13.0,0.231,2.0,-14,10.0,0.2,2.0,2.0,1.0,3.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,10.0,6.9,-10.0,0,1.093,1.129,0.129,10.9,0
23,0,7.0,12.0,0.583,4.0,-3,6.0,0.667,1.0,2.0,0.5,0.0,6.0,6.0,2.0,0.0,4.0,0.0,2.0,19.0,18.2,-2.0,0,1.048,1.09,0.136,10.4,1
24,0,7.0,10.0,0.7,5.0,-7,7.0,0.714,0.0,0.0,,0.0,6.0,6.0,2.0,4.0,0.0,2.0,0.0,19.0,20.0,10.0,0,1.085,1.126,0.131,11.4,1
25,0,,,,,-7,,,,,,,,,,,,,,,,,0,1.053,1.086,0.137,10.8,0
26,1,,,,,6,,,,,,,,,,,,,,,,,0,1.079,1.135,0.148,11.1,0
27,0,4.0,21.0,0.19,3.0,-2,15.0,0.2,0.0,0.0,,0.0,10.0,10.0,2.0,3.0,2.0,1.0,3.0,11.0,4.5,5.0,0,1.037,1.11,0.159,11.2,0
28,0,3.0,5.0,0.6,2.0,-2,4.0,0.5,2.0,2.0,1.0,0.0,7.0,7.0,1.0,4.0,1.0,3.0,3.0,10.0,11.0,-10.0,0,1.079,1.141,0.133,12.1,0
29,0,5.0,19.0,0.263,2.0,-6,13.0,0.154,5.0,5.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,17.0,5.2,2.0,0,1.079,1.142,0.146,11.9,1
30,0,6.0,16.0,0.375,5.0,-5,12.0,0.417,2.0,2.0,1.0,3.0,4.0,7.0,1.0,5.0,0.0,3.0,4.0,19.0,14.6,4.0,0,1.036,1.082,0.139,9.0,1
31,0,2.0,5.0,0.4,1.0,-16,4.0,0.25,1.0,1.0,1.0,0.0,3.0,3.0,1.0,5.0,0.0,3.0,3.0,6.0,5.7,-4.0,0,1.036,1.082,0.139,9.0,0
32,1,2.0,8.0,0.25,1.0,7,4.0,0.25,3.0,4.0,0.75,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,8.0,5.3,-4.0,0,1.072,1.11,0.133,11.2,0
33,0,1.0,2.0,0.5,1.0,-4,1.0,1.0,1.0,2.0,0.5,0.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,4.0,5.5,18.0,0,1.036,1.076,0.127,9.7,0
34,1,6.0,11.0,0.545,1.0,5,6.0,0.167,2.0,2.0,1.0,0.0,10.0,10.0,3.0,2.0,0.0,1.0,2.0,15.0,15.0,5.0,0,1.076,1.125,0.137,10.9,1
35,1,4.0,10.0,0.4,2.0,13,5.0,0.4,0.0,0.0,,1.0,4.0,5.0,0.0,1.0,0.0,1.0,4.0,10.0,4.9,11.0,0,1.093,1.129,0.129,10.9,0
36,1,2.0,7.0,0.286,1.0,6,4.0,0.25,2.0,2.0,1.0,0.0,7.0,7.0,3.0,1.0,0.0,1.0,4.0,7.0,5.5,-2.0,0,1.022,1.075,0.143,9.2,0
37,1,4.0,6.0,0.667,3.0,36,5.0,0.6,0.0,0.0,,0.0,5.0,5.0,0.0,1.0,0.0,1.0,2.0,11.0,9.1,20.0,0,1.042,1.103,0.149,11.1,0
38,0,2.0,8.0,0.25,1.0,-11,5.0,0.2,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,5.0,-2.6,-25.0,0,1.014,1.062,0.141,9.3,0
39,1,3.0,10.0,0.3,1.0,6,5.0,0.2,4.0,4.0,1.0,1.0,7.0,8.0,2.0,1.0,0.0,2.0,3.0,11.0,7.2,14.0,0,1.036,1.082,0.139,9.0,0
40,1,1.0,5.0,0.2,1.0,9,4.0,0.25,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,1.8,9.0,0,1.014,1.062,0.141,9.3,0
41,1,5.0,8.0,0.625,3.0,22,6.0,0.5,0.0,0.0,,1.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,13.0,16.7,28.0,0,1.067,1.122,0.154,10.1,1
42,0,5.0,14.0,0.357,4.0,-4,11.0,0.364,4.0,5.0,0.8,1.0,5.0,6.0,3.0,0.0,1.0,3.0,2.0,18.0,11.0,-6.0,0,1.074,1.134,0.15,10.7,1
43,1,6.0,9.0,0.667,4.0,14,7.0,0.571,0.0,0.0,,0.0,4.0,4.0,5.0,1.0,2.0,2.0,4.0,16.0,15.6,-1.0,0,1.079,1.141,0.133,12.1,1
44,1,2.0,7.0,0.286,1.0,19,5.0,0.2,2.0,2.0,1.0,0.0,7.0,7.0,1.0,0.0,1.0,3.0,4.0,7.0,1.8,13.0,0,1.022,1.075,0.143,9.2,0
45,0,3.0,11.0,0.273,3.0,-10,9.0,0.333,2.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,3.0,11.0,3.9,0.0,0,1.037,1.11,0.159,11.2,0
46,0,3.0,12.0,0.25,1.0,-12,8.0,0.125,6.0,6.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,3.0,3.0,13.0,6.9,-9.0,0,1.067,1.122,0.154,10.1,1
47,0,2.0,3.0,0.667,1.0,-8,1.0,1.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,6.2,-10.0,0,1.074,1.097,0.12,9.0,0
48,1,5.0,10.0,0.5,3.0,6,7.0,0.429,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,13.0,7.4,-1.0,0,1.036,1.088,0.143,9.7,1
49,0,4.0,11.0,0.364,3.0,-8,7.0,0.429,1.0,1.0,1.0,1.0,7.0,8.0,3.0,3.0,1.0,1.0,4.0,12.0,11.9,7.0,0,1.047,1.106,0.156,10.6,1
50,1,5.0,12.0,0.417,2.0,13,7.0,0.286,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,0.0,5.0,1.0,12.0,3.8,18.0,0,1.056,1.113,0.148,10.2,1
51,1,4.0,9.0,0.444,0.0,18,4.0,0.0,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,8.0,6.3,24.0,0,1.053,1.086,0.137,10.8,0
52,1,3.0,11.0,0.273,1.0,14,6.0,0.167,0.0,0.0,,0.0,5.0,5.0,1.0,3.0,0.0,2.0,3.0,7.0,2.5,11.0,0,1.068,1.106,0.138,10.7,0
53,1,5.0,11.0,0.455,2.0,16,4.0,0.5,1.0,2.0,0.5,1.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,13.0,9.8,8.0,0,1.072,1.11,0.133,11.2,1
54,1,2.0,13.0,0.154,1.0,2,8.0,0.125,4.0,5.0,0.8,3.0,4.0,7.0,0.0,0.0,0.0,1.0,4.0,9.0,1.0,1.0,0,1.036,1.088,0.143,9.7,0
55,1,3.0,9.0,0.333,2.0,1,7.0,0.286,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,0.0,5.0,8.0,3.5,13.0,0,1.079,1.141,0.133,12.1,0
56,1,4.0,10.0,0.4,4.0,11,9.0,0.444,0.0,0.0,,0.0,5.0,5.0,4.0,0.0,0.0,3.0,2.0,12.0,7.1,4.0,0,1.069,1.109,0.14,10.0,1
57,0,2.0,7.0,0.286,1.0,-15,5.0,0.2,4.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,9.0,7.8,-13.0,0,1.056,1.113,0.148,10.2,0
58,0,2.0,10.0,0.2,1.0,-1,4.0,0.25,0.0,0.0,,0.0,5.0,5.0,2.0,3.0,0.0,1.0,2.0,5.0,2.9,1.0,0,1.036,1.088,0.143,9.7,0
59,1,4.0,11.0,0.364,2.0,11,8.0,0.25,0.0,0.0,,0.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,10.0,7.1,9.0,0,1.085,1.126,0.131,11.4,0
60,1,5.0,10.0,0.5,2.0,11,4.0,0.5,4.0,4.0,1.0,1.0,4.0,5.0,2.0,3.0,0.0,1.0,3.0,16.0,15.1,19.0,0,,,,,1
61,0,3.0,7.0,0.429,3.0,-8,7.0,0.429,0.0,0.0,,0.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,9.0,6.4,-10.0,0,1.067,1.122,0.154,10.1,0
62,1,7.0,11.0,0.636,5.0,14,9.0,0.556,3.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,22.0,22.1,2.0,0,,,,,1
63,0,0.0,10.0,0.0,0.0,-9,5.0,0.0,3.0,4.0,0.75,1.0,6.0,7.0,3.0,4.0,1.0,0.0,2.0,3.0,4.1,-18.0,0,1.036,1.088,0.143,9.7,0
64,1,6.0,10.0,0.6,3.0,23,7.0,0.429,4.0,6.0,0.667,0.0,5.0,5.0,4.0,1.0,2.0,0.0,2.0,19.0,19.5,13.0,0,1.074,1.097,0.12,9.0,1
65,0,4.0,9.0,0.444,2.0,-3,7.0,0.286,0.0,1.0,0.0,1.0,9.0,10.0,2.0,0.0,3.0,1.0,5.0,10.0,8.8,15.0,0,1.047,1.106,0.156,10.6,0
66,1,5.0,8.0,0.625,5.0,8,7.0,0.714,0.0,0.0,,1.0,4.0,5.0,3.0,1.0,1.0,0.0,3.0,15.0,15.9,11.0,0,1.072,1.11,0.133,11.2,1
67,1,4.0,5.0,0.8,2.0,4,3.0,0.667,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,10.0,8.2,5.0,0,1.074,1.097,0.12,9.0,0
68,1,6.0,12.0,0.5,4.0,14,9.0,0.444,2.0,2.0,1.0,2.0,3.0,5.0,2.0,0.0,1.0,0.0,5.0,18.0,14.4,28.0,0,,,,,1
69,1,6.0,9.0,0.667,3.0,14,4.0,0.75,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,15.0,12.2,20.0,0,1.074,1.134,0.15,10.7,1
70,1,5.0,12.0,0.417,3.0,20,7.0,0.429,2.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,15.0,11.2,21.0,0,1.069,1.109,0.14,10.0,1
71,1,4.0,10.0,0.4,3.0,12,9.0,0.333,0.0,0.0,,0.0,6.0,6.0,2.0,4.0,2.0,2.0,2.0,11.0,11.4,23.0,0,1.079,1.135,0.148,11.1,0
72,1,6.0,11.0,0.545,4.0,19,8.0,0.5,2.0,2.0,1.0,0.0,6.0,6.0,2.0,1.0,1.0,2.0,4.0,18.0,14.0,23.0,0,1.076,1.125,0.137,10.9,1
73,1,7.0,16.0,0.438,2.0,17,8.0,0.25,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,17.0,12.0,10.0,0,1.072,1.11,0.133,11.2,1
74,1,4.0,11.0,0.364,2.0,10,9.0,0.222,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,10.0,4.5,19.0,0,1.072,1.128,0.149,11.6,0
75,1,7.0,21.0,0.333,1.0,17,9.0,0.111,2.0,2.0,1.0,2.0,9.0,11.0,3.0,7.0,0.0,1.0,5.0,17.0,15.3,9.0,0,,,,,1
76,1,4.0,11.0,0.364,4.0,26,8.0,0.5,0.0,0.0,,0.0,6.0,6.0,2.0,4.0,3.0,1.0,3.0,12.0,13.0,22.0,0,1.074,1.097,0.12,9.0,1
77,1,4.0,11.0,0.364,2.0,7,7.0,0.286,2.0,2.0,1.0,0.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,12.0,11.1,-5.0,0,1.042,1.103,0.149,11.1,1
78,1,4.0,8.0,0.5,2.0,2,6.0,0.333,1.0,1.0,1.0,1.0,3.0,4.0,0.0,3.0,3.0,0.0,5.0,11.0,11.7,4.0,0,1.085,1.126,0.131,11.4,0
79,1,5.0,9.0,0.556,3.0,12,6.0,0.5,2.0,2.0,1.0,0.0,10.0,10.0,3.0,2.0,2.0,1.0,1.0,15.0,17.8,23.0,0,1.066,1.121,0.139,10.7,1
80,1,2.0,7.0,0.286,1.0,8,5.0,0.2,1.0,2.0,0.5,1.0,7.0,8.0,4.0,1.0,3.0,3.0,0.0,6.0,7.2,7.0,0,1.072,1.128,0.149,11.6,0
81,1,2.0,5.0,0.4,1.0,35,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,6.1,17.0,0,1.067,1.122,0.154,10.1,0
82,1,3.0,8.0,0.375,2.0,27,4.0,0.5,1.0,2.0,0.5,1.0,6.0,7.0,4.0,0.0,3.0,0.0,5.0,9.0,9.6,19.0,1,1.036,1.088,0.143,9.7,0
83,0,3.0,14.0,0.214,1.0,-10,9.0,0.111,0.0,0.0,,3.0,6.0,9.0,4.0,0.0,1.0,2.0,0.0,7.0,3.8,-12.0,1,1.036,1.088,0.143,9.7,0
84,1,3.0,5.0,0.6,2.0,20,2.0,1.0,3.0,5.0,0.6,0.0,1.0,1.0,4.0,3.0,1.0,2.0,4.0,11.0,11.1,12.0,1,1.036,1.088,0.143,9.7,0
85,1,3.0,5.0,0.6,2.0,4,3.0,0.667,2.0,2.0,1.0,0.0,6.0,6.0,2.0,1.0,0.0,2.0,5.0,10.0,7.9,2.0,1,1.036,1.088,0.143,9.7,0
86,1,4.0,10.0,0.4,2.0,13,6.0,0.333,0.0,0.0,,1.0,4.0,5.0,3.0,0.0,0.0,1.0,2.0,10.0,6.8,3.0,1,1.036,1.088,0.143,9.7,0
87,0,0.0,6.0,0.0,0.0,-16,4.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,2.4,-13.0,1,1.014,1.062,0.141,9.3,0
88,0,8.0,15.0,0.533,4.0,-5,7.0,0.571,2.0,2.0,1.0,4.0,5.0,9.0,2.0,2.0,2.0,0.0,5.0,22.0,21.8,4.0,1,1.014,1.062,0.141,9.3,1
89,0,0.0,8.0,0.0,0.0,-3,5.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,-3.7,-12.0,1,1.014,1.062,0.141,9.3,0
90,1,1.0,7.0,0.143,1.0,11,5.0,0.2,0.0,0.0,,2.0,3.0,5.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,-3.0,1,1.014,1.062,0.141,9.3,0
91,0,2.0,5.0,0.4,1.0,-2,3.0,0.333,0.0,0.0,,0.0,7.0,7.0,1.0,1.0,0.0,2.0,3.0,5.0,2.9,-7.0,1,1.014,1.062,0.141,9.3,0
92,0,3.0,10.0,0.3,2.0,-18,7.0,0.286,0.0,0.0,,1.0,5.0,6.0,0.0,2.0,1.0,2.0,1.0,8.0,4.7,-9.0,0,1.042,1.087,0.144,11.6,0
93,1,6.0,14.0,0.429,4.0,19,11.0,0.364,4.0,4.0,1.0,0.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,20.0,15.4,24.0,0,1.101,1.137,0.129,12.1,1
94,1,4.0,7.0,0.571,3.0,1,5.0,0.6,1.0,1.0,1.0,0.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,12.0,10.1,-1.0,0,1.052,1.096,0.128,10.6,1
95,0,6.0,11.0,0.545,3.0,-1,4.0,0.75,1.0,2.0,0.5,2.0,6.0,8.0,2.0,1.0,1.0,1.0,5.0,16.0,13.6,-1.0,0,1.063,1.12,0.139,9.7,1
96,0,3.0,10.0,0.3,1.0,-15,5.0,0.2,1.0,2.0,0.5,0.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,8.0,0.3,-26.0,0,1.019,1.053,0.124,13.0,0
97,1,6.0,11.0,0.545,4.0,2,7.0,0.571,2.0,5.0,0.4,1.0,9.0,10.0,0.0,2.0,4.0,1.0,4.0,18.0,17.1,7.0,0,,,,,1
98,1,4.0,12.0,0.333,3.0,21,9.0,0.333,0.0,0.0,,1.0,5.0,6.0,1.0,3.0,2.0,3.0,2.0,11.0,7.7,21.0,0,1.102,1.149,0.139,12.4,0
99,0,4.0,10.0,0.4,4.0,-17,8.0,0.5,3.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,5.0,15.0,15.3,-17.0,0,1.033,1.077,0.145,10.8,1
100,1,4.0,5.0,0.8,2.0,9,2.0,1.0,0.0,0.0,,0.0,7.0,7.0,2.0,4.0,3.0,1.0,4.0,10.0,15.1,6.0,0,1.086,1.109,0.125,10.5,0
101,1,2.0,5.0,0.4,1.0,10,3.0,0.333,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,5.0,1.9,12.0,0,1.063,1.12,0.139,9.7,0
102,0,1.0,5.0,0.2,0.0,-25,3.0,0.0,2.0,3.0,0.667,0.0,5.0,5.0,1.0,1.0,0.0,5.0,3.0,4.0,-2.5,-5.0,0,1.065,1.091,0.129,10.3,0
