,Win_Loss,FG,FGA,FG_Percent,3P,Differential,3PA,3P_Percent,FT,FTA,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Plus_Minus,Postseason,Opp_Def_Eff,Opp_TS,Opp_TO_per_POS,Opp_3PT_Made,Over/Under
231,1,4.0,10.0,0.4,3.0,11,8.0,0.375,0.0,0.0,,0.0,7.0,7.0,1.0,1.0,4.0,1.0,2.0,11.0,10.4,-5.0,0,1.094,1.143,0.134,13.3,0
232,1,3.0,8.0,0.375,1.0,28,5.0,0.2,3.0,3.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,1.0,5.0,10.0,8.6,17.0,0,1.07,1.114,0.139,12.9,0
233,1,6.0,12.0,0.5,4.0,1,10.0,0.4,0.0,0.0,,1.0,15.0,16.0,0.0,1.0,3.0,3.0,0.0,16.0,15.3,1.0,0,1.034,1.084,0.143,11.7,1
234,0,7.0,14.0,0.5,6.0,-2,11.0,0.545,0.0,0.0,,2.0,11.0,13.0,2.0,2.0,1.0,0.0,4.0,20.0,20.2,8.0,0,1.094,1.143,0.134,13.3,1
235,0,1.0,4.0,0.25,0.0,-15,3.0,0.0,1.0,2.0,0.5,1.0,8.0,9.0,1.0,1.0,2.0,0.0,5.0,3.0,4.4,-24.0,0,1.048,1.088,0.134,12.3,0
236,0,9.0,16.0,0.563,7.0,-9,13.0,0.538,0.0,0.0,,2.0,4.0,6.0,0.0,1.0,2.0,3.0,3.0,25.0,18.2,-23.0,0,,,,,1
237,0,3.0,10.0,0.3,0.0,-20,4.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,0.0,4.0,4.0,3.0,7.0,1.8,-21.0,0,1.065,1.128,0.144,12.5,0
238,1,4.0,9.0,0.444,1.0,6,4.0,0.25,1.0,2.0,0.5,2.0,5.0,7.0,1.0,1.0,2.0,2.0,5.0,10.0,6.9,19.0,0,1.087,1.148,0.143,11.6,0
239,1,4.0,14.0,0.286,1.0,4,9.0,0.111,4.0,4.0,1.0,2.0,9.0,11.0,3.0,2.0,4.0,1.0,3.0,13.0,13.6,7.0,0,1.091,1.113,0.115,12.4,1
240,1,5.0,12.0,0.417,3.0,4,9.0,0.333,2.0,2.0,1.0,1.0,6.0,7.0,0.0,4.0,1.0,0.0,4.0,15.0,14.2,2.0,0,1.007,1.054,0.132,14.1,1
241,0,2.0,11.0,0.182,2.0,-8,11.0,0.182,0.0,0.0,,0.0,8.0,8.0,1.0,2.0,0.0,0.0,2.0,6.0,3.4,-10.0,0,1.112,1.126,0.125,13.5,0
242,1,3.0,7.0,0.429,2.0,16,4.0,0.5,0.0,0.0,,0.0,6.0,6.0,2.0,3.0,2.0,2.0,5.0,8.0,7.9,29.0,0,1.036,1.106,0.151,11.7,0
243,1,5.0,10.0,0.5,1.0,17,5.0,0.2,1.0,3.0,0.333,4.0,9.0,13.0,2.0,3.0,0.0,1.0,3.0,12.0,13.9,23.0,0,1.088,1.155,0.148,12.4,1
244,0,2.0,9.0,0.222,0.0,-18,6.0,0.0,2.0,3.0,0.667,2.0,7.0,9.0,3.0,4.0,2.0,3.0,3.0,6.0,6.9,-7.0,0,1.103,1.142,0.126,13.1,0
245,0,3.0,8.0,0.375,3.0,-4,8.0,0.375,2.0,2.0,1.0,0.0,7.0,7.0,2.0,0.0,2.0,2.0,3.0,11.0,8.3,2.0,0,1.052,1.093,0.143,11.5,0
246,0,1.0,4.0,0.25,1.0,-38,4.0,0.25,2.0,2.0,1.0,0.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,5.0,6.8,-3.0,0,1.06,1.112,0.133,10.5,0
247,1,1.0,6.0,0.167,1.0,15,5.0,0.2,0.0,0.0,,0.0,5.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,1.5,-8.0,1,1.056,1.098,0.137,11.9,0
248,1,4.0,7.0,0.571,2.0,13,5.0,0.4,0.0,0.0,,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,10.0,7.9,3.0,1,1.056,1.098,0.137,11.9,0
249,0,1.0,2.0,0.5,1.0,-12,2.0,0.5,2.0,2.0,1.0,0.0,5.0,5.0,0.0,2.0,1.0,0.0,4.0,5.0,6.6,-16.0,1,1.056,1.098,0.137,11.9,0
250,0,5.0,11.0,0.455,4.0,-3,8.0,0.5,0.0,0.0,,1.0,5.0,6.0,1.0,0.0,2.0,2.0,3.0,14.0,9.4,1.0,1,1.056,1.098,0.137,11.9,1
251,1,8.0,14.0,0.571,6.0,34,11.0,0.545,0.0,0.0,,1.0,6.0,7.0,3.0,3.0,0.0,1.0,3.0,22.0,20.8,36.0,1,1.056,1.098,0.137,11.9,1
252,0,7.0,11.0,0.636,4.0,-4,6.0,0.667,0.0,0.0,,1.0,4.0,5.0,0.0,5.0,3.0,1.0,3.0,18.0,19.9,-9.0,1,1.056,1.098,0.137,11.9,1
253,1,7.0,15.0,0.467,6.0,2,11.0,0.545,1.0,2.0,0.5,2.0,8.0,10.0,1.0,3.0,3.0,0.0,5.0,21.0,20.5,3.0,1,1.056,1.098,0.137,11.9,1
254,1,2.0,3.0,0.667,2.0,15,3.0,0.667,0.0,0.0,,0.0,7.0,7.0,2.0,4.0,1.0,0.0,5.0,6.0,10.9,5.0,1,1.036,1.106,0.151,11.7,0
255,0,5.0,10.0,0.5,4.0,-8,8.0,0.5,3.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,17.0,12.4,5.0,1,1.036,1.106,0.151,11.7,1
256,0,4.0,7.0,0.571,2.0,-10,4.0,0.5,0.0,0.0,,2.0,3.0,5.0,3.0,4.0,0.0,2.0,4.0,10.0,11.5,-13.0,1,1.036,1.106,0.151,11.7,0
257,0,1.0,2.0,0.5,1.0,-10,1.0,1.0,0.0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,3.0,3.8,-18.0,1,1.036,1.106,0.151,11.7,0
258,0,2.0,7.0,0.286,1.0,-23,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,0.0,5.0,5.0,2.2,-21.0,1,1.036,1.106,0.151,11.7,0
259,0,0.0,3.0,0.0,0.0,-20,3.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,-18.0,0,1.068,1.083,0.112,11.2,0
260,1,3.0,7.0,0.429,1.0,2,4.0,0.25,2.0,2.0,1.0,1.0,7.0,8.0,0.0,2.0,0.0,2.0,3.0,9.0,6.9,16.0,0,1.116,1.169,0.14,13.4,0
261,1,2.0,9.0,0.222,0.0,8,6.0,0.0,0.0,0.0,,1.0,5.0,6.0,2.0,3.0,1.0,0.0,2.0,4.0,5.0,-5.0,0,1.042,1.112,0.147,11.4,0
262,0,3.0,4.0,0.75,2.0,-23,3.0,0.667,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,8.0,5.7,-22.0,0,1.089,1.124,0.127,12.1,0
263,1,2.0,8.0,0.25,2.0,25,7.0,0.286,2.0,2.0,1.0,0.0,11.0,11.0,2.0,1.0,1.0,1.0,0.0,8.0,8.6,29.0,0,1.068,1.112,0.142,12.4,0
264,0,2.0,4.0,0.5,2.0,-15,2.0,1.0,0.0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,6.0,4.1,-8.0,0,1.068,1.112,0.142,12.4,0
265,0,5.0,10.0,0.5,4.0,-3,9.0,0.444,0.0,0.0,,1.0,5.0,6.0,1.0,1.0,1.0,0.0,5.0,14.0,11.6,6.0,0,1.09,1.136,0.124,11.5,1
266,1,1.0,4.0,0.25,1.0,18,3.0,0.333,0.0,0.0,,0.0,4.0,4.0,3.0,1.0,0.0,2.0,3.0,3.0,1.7,16.0,0,1.113,1.172,0.145,13.1,0
267,1,2.0,4.0,0.5,2.0,26,4.0,0.5,0.0,0.0,,0.0,8.0,8.0,4.0,1.0,0.0,0.0,1.0,6.0,9.8,34.0,0,1.138,1.172,0.133,12.4,0
268,1,2.0,9.0,0.222,1.0,1,8.0,0.125,2.0,2.0,1.0,1.0,7.0,8.0,2.0,2.0,1.0,2.0,4.0,7.0,4.8,4.0,0,1.089,1.158,0.157,13.9,0
269,1,4.0,12.0,0.333,4.0,6,7.0,0.571,0.0,0.0,,2.0,4.0,6.0,0.0,0.0,0.0,2.0,4.0,12.0,4.2,0.0,0,1.138,1.172,0.133,12.4,1
270,0,1.0,7.0,0.143,1.0,-24,5.0,0.2,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,-0.2,-10.0,0,1.091,1.128,0.14,11.5,0
271,1,1.0,13.0,0.077,1.0,6,7.0,0.143,0.0,0.0,,2.0,8.0,10.0,3.0,1.0,1.0,1.0,3.0,3.0,-0.3,0.0,0,1.094,1.118,0.123,11.7,0
272,0,4.0,8.0,0.5,1.0,-21,5.0,0.2,0.0,0.0,,0.0,3.0,3.0,1.0,3.0,0.0,1.0,5.0,9.0,6.6,2.0,0,1.095,1.13,0.128,12.2,0
273,1,1.0,7.0,0.143,0.0,3,6.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,4.0,2.4,8.0,0,1.051,1.084,0.127,12.1,0
274,0,,,,,-3,,,,,,,,,,,,,,,,,0,1.11,1.144,0.126,13.6,0
275,0,,,,,-3,,,,,,,,,,,,,,,,,0,1.116,1.169,0.14,13.4,0
276,1,3.0,5.0,0.6,1.0,1,3.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,3.0,9.0,12.9,19.0,0,1.09,1.136,0.124,11.5,0
277,0,2.0,9.0,0.222,1.0,-28,5.0,0.2,0.0,0.0,,2.0,6.0,8.0,2.0,2.0,0.0,2.0,2.0,5.0,3.3,-19.0,0,1.075,1.118,0.126,14.2,0
278,1,6.0,10.0,0.6,5.0,11,8.0,0.625,2.0,2.0,1.0,2.0,7.0,9.0,1.0,1.0,0.0,1.0,3.0,19.0,17.4,12.0,0,1.1,1.144,0.134,12.4,1
279,1,4.0,9.0,0.444,1.0,16,4.0,0.25,0.0,0.0,,2.0,4.0,6.0,1.0,4.0,0.0,2.0,2.0,9.0,8.8,5.0,0,1.045,1.102,0.146,11.5,0
280,0,4.0,10.0,0.4,3.0,-11,9.0,0.333,2.0,2.0,1.0,2.0,8.0,10.0,1.0,2.0,1.0,1.0,1.0,13.0,13.4,-10.0,0,1.051,1.084,0.127,12.1,1
281,1,2.0,6.0,0.333,1.0,9,5.0,0.2,0.0,0.0,,0.0,11.0,11.0,4.0,1.0,2.0,2.0,2.0,5.0,7.3,11.0,0,1.113,1.146,0.125,13.7,0
282,1,2.0,5.0,0.4,1.0,4,4.0,0.25,0.0,0.0,,0.0,5.0,5.0,2.0,1.0,1.0,0.0,1.0,5.0,6.5,-2.0,0,1.045,1.102,0.146,11.5,0
283,1,1.0,3.0,0.333,1.0,19,3.0,0.333,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,3.0,1.4,27.0,0,1.11,1.164,0.142,12.4,0
284,1,5.0,7.0,0.714,4.0,3,4.0,1.0,1.0,2.0,0.5,2.0,3.0,5.0,0.0,4.0,0.0,0.0,3.0,15.0,16.8,4.0,0,1.103,1.135,0.125,12.9,1
285,1,2.0,7.0,0.286,2.0,11,5.0,0.4,0.0,0.0,,2.0,7.0,9.0,5.0,0.0,6.0,0.0,3.0,6.0,11.9,7.0,0,1.11,1.144,0.126,13.6,0
286,1,5.0,6.0,0.833,2.0,2,3.0,0.667,0.0,0.0,,0.0,8.0,8.0,1.0,2.0,4.0,1.0,3.0,12.0,15.5,12.0,0,1.104,1.157,0.128,14.5,1
287,0,4.0,11.0,0.364,2.0,-7,6.0,0.333,1.0,2.0,0.5,4.0,7.0,11.0,1.0,2.0,4.0,1.0,3.0,11.0,12.7,-5.0,0,1.1,1.144,0.134,12.4,0
288,0,2.0,4.0,0.5,2.0,-32,3.0,0.667,0.0,0.0,,2.0,3.0,5.0,2.0,1.0,2.0,4.0,1.0,6.0,5.7,-18.0,0,1.079,1.115,0.131,11.6,0
289,0,0.0,5.0,0.0,0.0,-5,4.0,0.0,0.0,0.0,,0.0,7.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.4,-1.0,0,1.098,1.158,0.136,13.2,0
290,0,1.0,8.0,0.125,0.0,-9,5.0,0.0,2.0,2.0,1.0,0.0,10.0,10.0,0.0,1.0,0.0,2.0,3.0,4.0,-0.4,-6.0,0,1.042,1.112,0.147,11.4,0
291,1,8.0,11.0,0.727,5.0,12,7.0,0.714,0.0,0.0,,1.0,9.0,10.0,2.0,2.0,2.0,2.0,2.0,21.0,21.9,18.0,0,,,,,1
292,1,5.0,12.0,0.417,3.0,2,9.0,0.333,2.0,4.0,0.5,0.0,9.0,9.0,1.0,2.0,3.0,0.0,2.0,15.0,14.5,-3.0,0,1.068,1.112,0.142,12.4,1
293,1,2.0,6.0,0.333,1.0,4,5.0,0.2,2.0,2.0,1.0,0.0,6.0,6.0,1.0,3.0,3.0,3.0,5.0,7.0,6.2,6.0,0,1.138,1.172,0.133,12.4,0
294,0,5.0,11.0,0.455,3.0,-6,6.0,0.5,0.0,0.0,,0.0,6.0,6.0,2.0,2.0,1.0,0.0,2.0,13.0,12.4,8.0,0,1.079,1.115,0.131,11.6,1
295,1,3.0,4.0,0.75,3.0,4,4.0,0.75,0.0,0.0,,0.0,6.0,6.0,3.0,0.0,1.0,1.0,0.0,9.0,11.0,4.0,0,1.113,1.172,0.145,13.1,0
296,0,7.0,13.0,0.538,4.0,-2,7.0,0.571,1.0,1.0,1.0,1.0,6.0,7.0,5.0,1.0,1.0,2.0,5.0,19.0,16.4,4.0,0,1.113,1.172,0.145,13.1,1
297,1,3.0,8.0,0.375,3.0,1,7.0,0.429,0.0,0.0,,0.0,5.0,5.0,0.0,3.0,2.0,1.0,5.0,9.0,7.5,11.0,0,1.104,1.157,0.128,14.5,0
298,1,4.0,7.0,0.571,2.0,8,5.0,0.4,0.0,0.0,,1.0,9.0,10.0,1.0,1.0,2.0,1.0,3.0,10.0,11.0,5.0,0,1.104,1.157,0.128,14.5,0
299,1,4.0,10.0,0.4,3.0,6,8.0,0.375,0.0,0.0,,1.0,6.0,7.0,0.0,3.0,0.0,2.0,5.0,11.0,7.1,-2.0,0,1.103,1.135,0.125,12.9,0
300,0,2.0,5.0,0.4,2.0,-40,4.0,0.5,0.0,0.0,,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,6.0,7.4,-25.0,0,1.103,1.135,0.125,12.9,0
301,0,4.0,8.0,0.5,4.0,-4,6.0,0.667,1.0,2.0,0.5,1.0,8.0,9.0,2.0,2.0,2.0,0.0,5.0,13.0,14.5,0.0,0,1.1,1.113,0.123,12.9,1
302,1,3.0,5.0,0.6,3.0,3,5.0,0.6,1.0,2.0,0.5,0.0,6.0,6.0,0.0,1.0,0.0,0.0,2.0,10.0,9.3,-14.0,0,1.083,1.14,0.15,14.2,0
303,1,4.0,6.0,0.667,3.0,7,5.0,0.6,4.0,4.0,1.0,1.0,7.0,8.0,5.0,1.0,4.0,1.0,2.0,15.0,20.7,1.0,0,1.113,1.146,0.125,13.7,1
304,1,4.0,11.0,0.364,3.0,5,8.0,0.375,2.0,2.0,1.0,3.0,9.0,12.0,2.0,3.0,4.0,1.0,5.0,13.0,15.9,3.0,0,1.089,1.158,0.157,13.9,1
305,1,6.0,8.0,0.75,4.0,23,5.0,0.8,0.0,0.0,,0.0,6.0,6.0,1.0,3.0,1.0,1.0,2.0,16.0,17.2,22.0,0,1.092,1.139,0.137,11.3,1
306,0,6.0,11.0,0.545,6.0,-18,11.0,0.545,0.0,0.0,,0.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,18.0,13.6,-15.0,0,1.075,1.118,0.126,14.2,1
307,1,2.0,6.0,0.333,1.0,48,3.0,0.333,0.0,0.0,,2.0,4.0,6.0,0.0,1.0,1.0,1.0,3.0,5.0,3.7,35.0,0,1.11,1.144,0.126,13.6,0
308,0,6.0,13.0,0.462,2.0,-17,7.0,0.286,1.0,2.0,0.5,3.0,6.0,9.0,2.0,2.0,1.0,1.0,2.0,15.0,14.1,-15.0,0,1.089,1.124,0.127,12.1,1
309,0,3.0,8.0,0.375,2.0,-19,6.0,0.333,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,2.0,0.0,4.0,8.0,6.4,-7.0,0,1.068,1.083,0.112,11.2,0
310,1,1.0,3.0,0.333,1.0,15,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,1.5,4.0,0,1.092,1.139,0.137,11.3,0
311,0,3.0,10.0,0.3,0.0,-9,5.0,0.0,3.0,4.0,0.75,0.0,5.0,5.0,4.0,1.0,1.0,0.0,2.0,9.0,8.0,-7.0,0,1.083,1.14,0.15,14.2,0
312,0,3.0,7.0,0.429,1.0,-1,4.0,0.25,2.0,2.0,1.0,0.0,7.0,7.0,3.0,0.0,3.0,1.0,4.0,9.0,9.0,0.0,0,1.097,1.15,0.137,12.8,0
313,1,3.0,5.0,0.6,2.0,1,3.0,0.667,0.0,0.0,,1.0,5.0,6.0,2.0,3.0,1.0,1.0,1.0,8.0,11.6,-3.0,0,1.095,1.13,0.128,12.2,0
314,0,0.0,1.0,0.0,0.0,-8,1.0,0.0,0.0,0.0,,0.0,7.0,7.0,1.0,1.0,0.0,2.0,1.0,0.0,0.7,-5.0,0,,,,,0
315,0,1.0,2.0,0.5,1.0,-1,1.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,4.3,3.0,0,1.089,1.124,0.127,12.1,0
316,0,5.0,9.0,0.556,2.0,-1,4.0,0.5,0.0,0.0,,1.0,7.0,8.0,0.0,0.0,1.0,0.0,2.0,12.0,10.4,-2.0,0,1.098,1.158,0.136,13.2,1
317,0,2.0,9.0,0.222,1.0,-2,5.0,0.2,2.0,2.0,1.0,3.0,5.0,8.0,5.0,1.0,1.0,2.0,5.0,7.0,6.3,2.0,0,1.083,1.135,0.142,13.0,0
318,0,0.0,7.0,0.0,0.0,-7,4.0,0.0,2.0,2.0,1.0,3.0,5.0,8.0,2.0,1.0,0.0,0.0,3.0,2.0,1.9,-6.0,0,1.083,1.135,0.142,13.0,0
319,1,6.0,12.0,0.5,3.0,21,5.0,0.6,0.0,0.0,,3.0,8.0,11.0,1.0,0.0,2.0,0.0,2.0,15.0,14.8,33.0,0,1.091,1.128,0.14,11.5,1
320,1,0.0,6.0,0.0,0.0,21,4.0,0.0,0.0,0.0,,1.0,5.0,6.0,1.0,1.0,2.0,1.0,4.0,0.0,-1.5,1.0,0,1.083,1.135,0.142,13.0,0
321,1,2.0,3.0,0.667,1.0,19,2.0,0.5,2.0,2.0,1.0,1.0,8.0,9.0,2.0,0.0,0.0,0.0,4.0,7.0,8.6,9.0,0,1.1,1.113,0.123,12.9,0
322,1,3.0,6.0,0.5,3.0,10,6.0,0.5,1.0,2.0,0.5,0.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,10.0,10.9,11.0,0,1.097,1.15,0.137,12.8,0
323,0,3.0,7.0,0.429,3.0,-9,5.0,0.6,0.0,0.0,,0.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,9.0,11.5,-8.0,0,1.094,1.118,0.123,11.7,0
324,1,3.0,7.0,0.429,3.0,36,7.0,0.429,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,1.0,0.0,4.0,9.0,8.0,1.0,0,1.11,1.164,0.142,12.4,0
325,1,1.0,10.0,0.1,1.0,5,7.0,0.143,0.0,0.0,,1.0,7.0,8.0,2.0,1.0,1.0,0.0,5.0,3.0,0.3,4.0,0,1.042,1.112,0.147,11.4,0
326,1,1.0,5.0,0.2,1.0,22,4.0,0.25,0.0,0.0,,2.0,9.0,11.0,1.0,1.0,1.0,0.0,1.0,3.0,6.0,13.0,0,1.095,1.13,0.128,12.2,0
327,1,2.0,5.0,0.4,2.0,11,5.0,0.4,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,6.0,5.4,1.0,0,1.116,1.169,0.14,13.4,0
328,1,2.0,3.0,0.667,1.0,7,2.0,0.5,0.0,0.0,,1.0,6.0,7.0,0.0,2.0,0.0,0.0,4.0,5.0,6.6,7.0,0,1.068,1.083,0.112,11.2,0
329,0,5.0,10.0,0.5,4.0,-1,8.0,0.5,2.0,4.0,0.5,0.0,4.0,4.0,4.0,2.0,0.0,1.0,5.0,16.0,13.2,-2.0,0,1.079,1.115,0.131,11.6,1
330,1,1.0,5.0,0.2,0.0,16,4.0,0.0,1.0,1.0,1.0,2.0,5.0,7.0,0.0,1.0,2.0,0.0,2.0,3.0,4.4,23.0,0,1.098,1.158,0.136,13.2,0
331,1,3.0,5.0,0.6,2.0,14,4.0,0.5,0.0,0.0,,1.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,8.0,7.6,21.0,1,1.098,1.158,0.136,13.2,0
332,0,1.0,3.0,0.333,1.0,-19,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,0.5,-3.0,1,1.098,1.158,0.136,13.2,0
333,0,3.0,9.0,0.333,0.0,-5,2.0,0.0,0.0,0.0,,3.0,8.0,11.0,4.0,1.0,1.0,1.0,2.0,6.0,8.1,-3.0,1,1.098,1.158,0.136,13.2,0
334,1,3.0,6.0,0.5,2.0,20,5.0,0.4,1.0,2.0,0.5,0.0,9.0,9.0,1.0,1.0,1.0,0.0,5.0,9.0,8.7,16.0,1,1.098,1.158,0.136,13.2,0
335,0,5.0,10.0,0.5,3.0,-7,6.0,0.5,6.0,6.0,1.0,3.0,8.0,11.0,0.0,2.0,0.0,0.0,6.0,19.0,18.1,0.0,1,1.098,1.158,0.136,13.2,1
336,0,3.0,3.0,1.0,3.0,-11,3.0,1.0,2.0,2.0,1.0,2.0,8.0,10.0,0.0,3.0,1.0,2.0,3.0,11.0,14.4,-3.0,1,1.098,1.158,0.136,13.2,0
