,Win_Loss,FG,FGA,FG_Percent,3P,Differential,3PA,3P_Percent,FT,FTA,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Postseason,Opp_Def_Eff,Opp_TS,Opp_TO_per_POS,Opp_3PT_Made,Over/Under
0,1,10.0,20.0,0.5,4.0,48,6.0,0.667,3.0,3.0,1.0,3.0,2.0,5.0,5.0,1.0,3.0,0.0,1.0,27.0,25.9,34.0,0,1.093,1.129,0.129,10.9,0
1,1,7.0,17.0,0.412,0.0,18,3.0,0.0,4.0,4.0,1.0,0.0,7.0,7.0,7.0,1.0,1.0,0.0,2.0,18.0,16.8,25.0,0,1.047,1.106,0.156,10.6,0
2,0,6.0,15.0,0.4,3.0,-3,6.0,0.5,11.0,12.0,0.917,2.0,3.0,5.0,4.0,4.0,0.0,6.0,5.0,26.0,18.6,-5.0,0,1.067,1.122,0.154,10.1,0
3,1,3.0,16.0,0.188,1.0,10,8.0,0.125,6.0,9.0,0.667,1.0,4.0,5.0,7.0,1.0,0.0,6.0,0.0,13.0,3.6,3.0,0,1.053,1.086,0.137,10.8,0
4,0,7.0,19.0,0.368,4.0,-1,9.0,0.444,7.0,7.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,3.0,25.0,17.1,1.0,0,1.068,1.106,0.138,10.7,0
5,1,7.0,21.0,0.333,3.0,7,8.0,0.375,8.0,9.0,0.889,3.0,4.0,7.0,9.0,1.0,0.0,2.0,2.0,25.0,20.5,2.0,0,1.093,1.129,0.129,10.9,0
6,0,12.0,23.0,0.522,3.0,-14,8.0,0.375,9.0,10.0,0.9,1.0,1.0,2.0,2.0,2.0,1.0,6.0,0.0,36.0,23.4,-7.0,0,1.036,1.082,0.139,9.0,1
7,0,12.0,27.0,0.444,4.0,-9,15.0,0.267,5.0,5.0,1.0,2.0,8.0,10.0,8.0,2.0,1.0,5.0,3.0,33.0,24.8,1.0,0,1.013,1.078,0.148,9.8,1
8,1,8.0,18.0,0.444,2.0,3,6.0,0.333,14.0,14.0,1.0,2.0,4.0,6.0,5.0,0.0,0.0,2.0,2.0,32.0,25.9,6.0,0,1.048,1.09,0.136,10.4,1
9,1,10.0,18.0,0.556,1.0,4,5.0,0.2,15.0,15.0,1.0,1.0,4.0,5.0,13.0,0.0,1.0,2.0,2.0,36.0,36.3,14.0,0,1.037,1.11,0.159,11.2,1
10,0,4.0,16.0,0.25,0.0,-1,5.0,0.0,4.0,4.0,1.0,1.0,4.0,5.0,6.0,1.0,0.0,5.0,2.0,12.0,3.7,-10.0,0,1.074,1.134,0.15,10.7,0
11,0,7.0,16.0,0.438,1.0,-4,5.0,0.2,4.0,5.0,0.8,2.0,7.0,9.0,6.0,0.0,0.0,2.0,1.0,19.0,15.5,-12.0,0,1.074,1.097,0.12,9.0,0
12,1,4.0,14.0,0.286,2.0,17,8.0,0.25,5.0,5.0,1.0,1.0,4.0,5.0,7.0,4.0,0.0,4.0,1.0,15.0,13.2,3.0,0,1.076,1.125,0.137,10.9,0
13,1,9.0,21.0,0.429,5.0,5,10.0,0.5,3.0,4.0,0.75,1.0,10.0,11.0,7.0,0.0,0.0,2.0,1.0,26.0,20.7,8.0,0,1.069,1.109,0.14,10.0,0
14,0,9.0,24.0,0.375,5.0,-4,14.0,0.357,6.0,6.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,29.0,19.6,8.0,0,1.079,1.142,0.146,11.9,1
15,1,8.0,18.0,0.444,1.0,12,7.0,0.143,5.0,6.0,0.833,1.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,22.0,16.7,20.0,0,1.079,1.142,0.146,11.9,0
16,1,5.0,15.0,0.333,1.0,8,4.0,0.25,10.0,10.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,2.0,1.0,21.0,13.8,-1.0,0,1.074,1.134,0.15,10.7,0
17,0,11.0,27.0,0.407,6.0,-20,13.0,0.462,2.0,3.0,0.667,0.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,30.0,16.1,-15.0,0,1.018,1.059,0.138,10.2,1
18,1,10.0,19.0,0.526,4.0,2,6.0,0.667,10.0,11.0,0.909,1.0,3.0,4.0,9.0,1.0,1.0,3.0,3.0,34.0,29.7,3.0,0,1.074,1.097,0.12,9.0,1
19,1,9.0,17.0,0.529,2.0,3,8.0,0.25,9.0,10.0,0.9,0.0,6.0,6.0,6.0,0.0,1.0,5.0,2.0,29.0,21.2,15.0,0,1.056,1.113,0.148,10.2,1
20,1,10.0,20.0,0.5,1.0,12,6.0,0.167,11.0,11.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,3.0,0.0,32.0,23.8,14.0,0,1.072,1.11,0.133,11.2,1
21,0,7.0,16.0,0.438,2.0,-12,7.0,0.286,2.0,3.0,0.667,2.0,5.0,7.0,7.0,0.0,0.0,5.0,1.0,18.0,11.6,-12.0,0,1.067,1.122,0.154,10.1,0
22,0,11.0,25.0,0.44,4.0,-7,11.0,0.364,3.0,3.0,1.0,1.0,4.0,5.0,8.0,1.0,0.0,1.0,1.0,29.0,23.0,-7.0,0,1.053,1.086,0.137,10.8,1
23,0,10.0,23.0,0.435,3.0,-14,9.0,0.333,7.0,7.0,1.0,1.0,7.0,8.0,9.0,0.0,0.0,4.0,2.0,30.0,22.2,-5.0,0,1.056,1.113,0.148,10.2,1
24,0,11.0,23.0,0.478,9.0,-7,16.0,0.563,4.0,4.0,1.0,0.0,4.0,4.0,6.0,1.0,0.0,5.0,3.0,35.0,23.5,-2.0,0,1.032,1.098,0.144,10.2,1
25,0,12.0,28.0,0.429,5.0,-7,13.0,0.385,10.0,11.0,0.909,0.0,4.0,4.0,2.0,2.0,0.0,0.0,5.0,39.0,26.4,-2.0,0,1.037,1.062,0.139,10.4,1
26,1,5.0,14.0,0.357,1.0,7,6.0,0.167,7.0,7.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,1.0,18.0,13.9,2.0,0,1.036,1.088,0.143,9.7,0
27,1,7.0,16.0,0.438,3.0,7,6.0,0.5,4.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,21.0,13.9,-9.0,0,1.069,1.109,0.14,10.0,0
28,1,7.0,19.0,0.368,3.0,2,9.0,0.333,1.0,2.0,0.5,1.0,6.0,7.0,11.0,1.0,0.0,6.0,0.0,18.0,12.3,2.0,0,1.06,1.119,0.133,11.3,0
29,0,7.0,18.0,0.389,2.0,-1,7.0,0.286,1.0,1.0,1.0,0.0,8.0,8.0,13.0,0.0,1.0,6.0,2.0,17.0,12.6,-3.0,0,1.079,1.135,0.148,11.1,0
30,0,6.0,17.0,0.353,2.0,-2,6.0,0.333,3.0,3.0,1.0,0.0,4.0,4.0,3.0,2.0,0.0,2.0,3.0,17.0,9.6,2.0,0,1.022,1.075,0.143,9.2,0
31,0,,,,,-17,,,,,,,,,,,,,,,,,0,1.076,1.125,0.137,10.9,0
32,1,,,,,3,,,,,,,,,,,,,,,,,0,1.048,1.09,0.136,10.4,0
33,1,,,,,4,,,,,,,,,,,,,,,,,0,1.018,1.059,0.138,10.2,0
34,0,,,,,-15,,,,,,,,,,,,,,,,,0,1.072,1.128,0.149,11.6,0
35,1,,,,,4,,,,,,,,,,,,,,,,,0,1.079,1.141,0.133,12.1,0
36,0,8.0,15.0,0.533,6.0,-17,9.0,0.667,3.0,4.0,0.75,0.0,0.0,0.0,6.0,1.0,0.0,7.0,2.0,25.0,14.7,-9.0,0,1.085,1.126,0.131,11.4,0
37,1,6.0,15.0,0.4,2.0,21,6.0,0.333,0.0,0.0,,0.0,4.0,4.0,6.0,2.0,1.0,4.0,2.0,14.0,9.2,16.0,0,1.072,1.128,0.149,11.6,0
38,1,,,,,1,,,,,,,,,,,,,,,,,0,1.022,1.075,0.143,9.2,0
39,1,,,,,11,,,,,,,,,,,,,,,,,0,1.037,1.11,0.159,11.2,0
40,0,9.0,16.0,0.563,1.0,-9,6.0,0.167,10.0,12.0,0.833,0.0,5.0,5.0,8.0,2.0,0.0,2.0,2.0,29.0,26.9,-4.0,0,1.032,1.098,0.144,10.2,1
41,0,9.0,22.0,0.409,2.0,-6,11.0,0.182,3.0,4.0,0.75,1.0,1.0,2.0,8.0,3.0,0.0,2.0,3.0,23.0,17.2,5.0,0,1.053,1.086,0.137,10.8,0
42,0,7.0,14.0,0.5,2.0,-17,6.0,0.333,5.0,6.0,0.833,0.0,6.0,6.0,8.0,1.0,0.0,6.0,3.0,21.0,14.8,-23.0,0,1.079,1.135,0.148,11.1,0
43,1,11.0,19.0,0.579,4.0,7,8.0,0.5,5.0,5.0,1.0,0.0,5.0,5.0,7.0,1.0,0.0,1.0,1.0,31.0,28.1,11.0,0,1.093,1.129,0.129,10.9,1
44,1,8.0,21.0,0.381,2.0,14,8.0,0.25,8.0,8.0,1.0,1.0,4.0,5.0,8.0,0.0,1.0,3.0,0.0,26.0,19.7,10.0,0,1.047,1.106,0.156,10.6,0
45,1,10.0,15.0,0.667,7.0,9,9.0,0.778,4.0,4.0,1.0,0.0,5.0,5.0,9.0,0.0,0.0,4.0,2.0,31.0,27.5,13.0,0,1.066,1.121,0.139,10.7,1
46,0,10.0,18.0,0.556,4.0,-3,8.0,0.5,1.0,2.0,0.5,0.0,2.0,2.0,8.0,0.0,0.0,3.0,2.0,25.0,18.4,-8.0,0,1.076,1.125,0.137,10.9,0
47,1,9.0,17.0,0.529,6.0,9,11.0,0.545,7.0,7.0,1.0,1.0,3.0,4.0,6.0,0.0,0.0,0.0,2.0,31.0,27.7,11.0,0,1.079,1.135,0.148,11.1,1
48,1,9.0,18.0,0.5,3.0,14,8.0,0.375,8.0,11.0,0.727,0.0,3.0,3.0,3.0,0.0,0.0,4.0,2.0,29.0,17.0,14.0,0,1.066,1.121,0.139,10.7,1
49,1,6.0,14.0,0.429,5.0,8,10.0,0.5,11.0,11.0,1.0,0.0,4.0,4.0,7.0,3.0,1.0,2.0,1.0,28.0,28.0,11.0,0,1.068,1.106,0.138,10.7,1
50,1,5.0,9.0,0.556,1.0,16,5.0,0.2,2.0,2.0,1.0,1.0,3.0,4.0,7.0,0.0,1.0,2.0,2.0,13.0,13.1,23.0,0,1.079,1.141,0.133,12.1,0
51,0,11.0,18.0,0.611,3.0,-25,7.0,0.429,7.0,8.0,0.875,0.0,3.0,3.0,10.0,0.0,1.0,2.0,1.0,32.0,29.6,-17.0,0,1.036,1.082,0.139,9.0,1
52,0,6.0,19.0,0.316,2.0,-1,9.0,0.222,7.0,8.0,0.875,1.0,5.0,6.0,9.0,0.0,1.0,2.0,0.0,21.0,16.9,0.0,0,1.014,1.062,0.141,9.3,0
53,0,8.0,17.0,0.471,1.0,-20,5.0,0.2,3.0,3.0,1.0,1.0,4.0,5.0,5.0,2.0,1.0,5.0,2.0,20.0,13.6,-12.0,0,1.042,1.103,0.149,11.1,0
54,1,6.0,22.0,0.273,3.0,6,11.0,0.273,3.0,3.0,1.0,0.0,4.0,4.0,8.0,1.0,0.0,4.0,2.0,18.0,8.0,4.0,0,1.06,1.119,0.133,11.3,0
55,1,16.0,26.0,0.615,8.0,18,13.0,0.615,10.0,10.0,1.0,0.0,1.0,1.0,6.0,3.0,0.0,2.0,2.0,50.0,42.9,18.0,0,1.079,1.142,0.146,11.9,1
56,0,12.0,25.0,0.48,2.0,-19,8.0,0.25,13.0,13.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,39.0,26.2,-10.0,0,1.013,1.078,0.148,9.8,1
57,1,14.0,25.0,0.56,4.0,6,11.0,0.364,12.0,12.0,1.0,0.0,3.0,3.0,8.0,2.0,0.0,4.0,3.0,44.0,35.4,17.0,0,1.037,1.062,0.139,10.4,1
58,1,7.0,18.0,0.389,2.0,19,7.0,0.286,8.0,8.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,4.0,0.0,24.0,14.5,15.0,0,1.013,1.078,0.148,9.8,0
59,1,13.0,27.0,0.481,3.0,2,11.0,0.273,11.0,15.0,0.733,2.0,8.0,10.0,5.0,1.0,0.0,4.0,2.0,40.0,28.2,6.0,0,1.093,1.129,0.129,10.9,1
60,1,11.0,19.0,0.579,4.0,17,8.0,0.5,0.0,0.0,,0.0,1.0,1.0,12.0,2.0,0.0,4.0,1.0,26.0,23.4,14.0,0,1.079,1.142,0.146,11.9,0
61,1,9.0,22.0,0.409,4.0,9,12.0,0.333,13.0,16.0,0.813,3.0,4.0,7.0,4.0,1.0,0.0,1.0,1.0,35.0,27.7,8.0,0,1.079,1.135,0.148,11.1,1
62,1,5.0,18.0,0.278,2.0,8,8.0,0.25,8.0,9.0,0.889,0.0,1.0,1.0,7.0,1.0,1.0,3.0,2.0,20.0,12.1,-1.0,0,1.037,1.11,0.159,11.2,0
63,1,12.0,25.0,0.48,6.0,5,11.0,0.545,9.0,12.0,0.75,1.0,4.0,5.0,6.0,0.0,0.0,4.0,2.0,39.0,26.4,6.0,0,1.048,1.09,0.136,10.4,1
64,1,10.0,18.0,0.556,8.0,24,11.0,0.727,9.0,11.0,0.818,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,37.0,28.9,14.0,0,1.072,1.11,0.133,11.2,1
65,1,8.0,21.0,0.381,4.0,17,10.0,0.4,8.0,8.0,1.0,1.0,3.0,4.0,8.0,0.0,0.0,3.0,2.0,28.0,19.9,11.0,0,1.037,1.062,0.139,10.4,1
66,1,8.0,19.0,0.421,7.0,16,14.0,0.5,9.0,10.0,0.9,1.0,4.0,5.0,10.0,0.0,0.0,3.0,0.0,32.0,27.4,25.0,0,1.036,1.088,0.143,9.7,1
67,1,7.0,20.0,0.35,1.0,8,8.0,0.125,9.0,9.0,1.0,0.0,3.0,3.0,9.0,1.0,0.0,2.0,0.0,24.0,19.0,-1.0,0,1.085,1.126,0.131,11.4,0
68,1,6.0,19.0,0.316,3.0,13,10.0,0.3,9.0,9.0,1.0,3.0,4.0,7.0,8.0,1.0,3.0,1.0,1.0,24.0,23.7,23.0,0,1.042,1.103,0.149,11.1,0
69,1,6.0,13.0,0.462,2.0,13,6.0,0.333,9.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,23.0,17.7,23.0,0,1.068,1.106,0.138,10.7,0
70,0,5.0,17.0,0.294,0.0,-4,7.0,0.0,10.0,10.0,1.0,0.0,4.0,4.0,6.0,1.0,0.0,1.0,3.0,20.0,14.3,6.0,0,1.032,1.098,0.144,10.2,0
71,0,9.0,22.0,0.409,4.0,-5,11.0,0.364,4.0,4.0,1.0,2.0,1.0,3.0,8.0,0.0,0.0,2.0,2.0,26.0,18.7,1.0,0,1.014,1.062,0.141,9.3,0
72,1,6.0,19.0,0.316,1.0,3,7.0,0.143,11.0,11.0,1.0,5.0,2.0,7.0,5.0,3.0,0.0,2.0,1.0,24.0,21.3,16.0,0,1.037,1.11,0.159,11.2,0
73,1,18.0,33.0,0.545,3.0,4,9.0,0.333,2.0,2.0,1.0,2.0,7.0,9.0,6.0,4.0,0.0,0.0,3.0,41.0,35.6,8.0,0,1.053,1.086,0.137,10.8,1
74,0,,,,,-5,,,,,,,,,,,,,,,,,0,1.074,1.134,0.15,10.7,0
75,1,5.0,16.0,0.313,2.0,9,10.0,0.2,5.0,6.0,0.833,1.0,6.0,7.0,11.0,0.0,0.0,2.0,2.0,17.0,14.8,9.0,0,1.068,1.106,0.138,10.7,0
76,1,7.0,15.0,0.467,2.0,15,8.0,0.25,11.0,11.0,1.0,1.0,2.0,3.0,9.0,2.0,0.0,0.0,0.0,27.0,28.9,37.0,0,1.074,1.134,0.15,10.7,0
77,0,6.0,20.0,0.3,2.0,-6,10.0,0.2,15.0,15.0,1.0,1.0,4.0,5.0,8.0,2.0,1.0,0.0,2.0,29.0,26.8,-4.0,0,1.066,1.121,0.139,10.7,1
78,0,,,,,-2,,,,,,,,,,,,,,,,,0,1.032,1.098,0.144,10.2,0
79,0,11.0,22.0,0.5,6.0,-11,12.0,0.5,5.0,5.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,7.0,0.0,33.0,20.2,-18.0,0,1.022,1.075,0.143,9.2,1
80,0,8.0,22.0,0.364,2.0,-6,10.0,0.2,7.0,11.0,0.636,1.0,3.0,4.0,3.0,1.0,0.0,3.0,3.0,25.0,11.7,-9.0,0,1.076,1.125,0.137,10.9,0
81,1,13.0,25.0,0.52,4.0,9,10.0,0.4,6.0,6.0,1.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,36.0,32.0,10.0,0,1.013,1.078,0.148,9.8,1
82,0,6.0,23.0,0.261,4.0,-2,9.0,0.444,2.0,2.0,1.0,1.0,6.0,7.0,7.0,2.0,0.0,0.0,2.0,18.0,12.9,-7.0,1,1.053,1.086,0.137,10.8,0
83,0,7.0,18.0,0.389,1.0,-9,7.0,0.143,2.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,0.0,7.0,2.0,17.0,4.9,-4.0,1,1.053,1.086,0.137,10.8,0
84,0,5.0,14.0,0.357,3.0,-17,9.0,0.333,7.0,8.0,0.875,0.0,3.0,3.0,2.0,0.0,0.0,8.0,1.0,20.0,5.7,-24.0,1,1.053,1.086,0.137,10.8,0
85,0,7.0,16.0,0.438,1.0,-8,5.0,0.2,4.0,5.0,0.8,0.0,5.0,5.0,6.0,2.0,0.0,1.0,3.0,19.0,15.7,-7.0,1,1.053,1.086,0.137,10.8,0
86,1,9.0,21.0,0.429,2.0,9,7.0,0.286,8.0,8.0,1.0,1.0,5.0,6.0,4.0,1.0,1.0,3.0,0.0,28.0,20.6,-8.0,0,1.063,1.096,0.133,11.8,1
87,1,9.0,15.0,0.6,3.0,13,6.0,0.5,8.0,8.0,1.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,29.0,29.0,18.0,0,1.083,1.106,0.118,11.6,1
88,0,7.0,21.0,0.333,2.0,-1,10.0,0.2,13.0,15.0,0.867,0.0,8.0,8.0,8.0,1.0,0.0,5.0,1.0,29.0,19.9,1.0,0,1.105,1.152,0.149,12.1,1
89,1,13.0,23.0,0.565,5.0,14,10.0,0.5,10.0,12.0,0.833,2.0,5.0,7.0,6.0,1.0,0.0,1.0,0.0,41.0,36.4,15.0,0,1.052,1.096,0.128,10.6,1
90,0,15.0,28.0,0.536,5.0,-9,11.0,0.455,7.0,7.0,1.0,2.0,5.0,7.0,6.0,0.0,0.0,1.0,3.0,42.0,33.3,-1.0,0,1.042,1.086,0.139,11.9,1
91,1,5.0,13.0,0.385,2.0,10,7.0,0.286,4.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,16.0,6.7,-13.0,0,1.032,1.09,0.155,11.4,0
92,1,8.0,10.0,0.8,1.0,19,2.0,0.5,5.0,5.0,1.0,0.0,3.0,3.0,7.0,1.0,0.0,3.0,2.0,22.0,21.2,20.0,0,1.066,1.109,0.147,10.2,0
93,1,7.0,16.0,0.438,4.0,13,7.0,0.571,8.0,8.0,1.0,2.0,5.0,7.0,6.0,1.0,0.0,4.0,3.0,26.0,20.5,12.0,0,1.093,1.123,0.127,12.3,0
94,0,10.0,23.0,0.435,2.0,-4,9.0,0.222,8.0,8.0,1.0,1.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,30.0,24.9,16.0,0,1.063,1.096,0.133,11.8,1
95,1,6.0,16.0,0.375,1.0,30,4.0,0.25,5.0,6.0,0.833,0.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,18.0,14.8,19.0,0,1.092,1.132,0.141,12.7,0
96,1,5.0,15.0,0.333,3.0,15,7.0,0.429,0.0,0.0,,1.0,5.0,6.0,3.0,0.0,1.0,2.0,2.0,13.0,6.7,12.0,0,1.019,1.053,0.124,13.0,0
97,1,11.0,25.0,0.44,3.0,11,7.0,0.429,0.0,0.0,,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,25.0,15.6,5.0,0,1.086,1.109,0.125,10.5,0
98,1,7.0,15.0,0.467,2.0,6,7.0,0.286,3.0,3.0,1.0,0.0,5.0,5.0,12.0,0.0,0.0,4.0,1.0,19.0,16.8,15.0,0,1.042,1.087,0.144,11.6,0
99,0,8.0,23.0,0.348,3.0,-9,9.0,0.333,12.0,13.0,0.923,1.0,7.0,8.0,11.0,0.0,1.0,2.0,2.0,31.0,26.1,-7.0,0,1.063,1.096,0.133,11.8,1
100,0,5.0,18.0,0.278,1.0,-16,7.0,0.143,5.0,6.0,0.833,2.0,4.0,6.0,5.0,0.0,0.0,5.0,2.0,16.0,5.3,-21.0,0,1.092,1.132,0.141,12.7,0
101,1,12.0,29.0,0.414,3.0,10,10.0,0.3,13.0,15.0,0.867,2.0,4.0,6.0,5.0,1.0,0.0,1.0,2.0,40.0,29.0,17.0,0,1.105,1.152,0.149,12.1,1
102,1,9.0,22.0,0.409,3.0,4,9.0,0.333,8.0,10.0,0.8,1.0,5.0,6.0,8.0,2.0,0.0,4.0,2.0,29.0,21.4,8.0,0,1.101,1.127,0.128,11.8,1
103,0,5.0,12.0,0.417,1.0,-43,6.0,0.167,11.0,13.0,0.846,0.0,4.0,4.0,5.0,0.0,2.0,4.0,2.0,22.0,16.1,-25.0,0,1.019,1.053,0.124,13.0,0
104,0,9.0,24.0,0.375,3.0,-28,7.0,0.429,2.0,3.0,0.667,0.0,2.0,2.0,8.0,2.0,1.0,2.0,1.0,23.0,15.9,-19.0,0,1.066,1.092,0.132,12.0,0
105,0,12.0,27.0,0.444,3.0,-4,13.0,0.231,3.0,4.0,0.75,1.0,5.0,6.0,4.0,0.0,0.0,3.0,3.0,30.0,16.3,-13.0,0,1.086,1.109,0.125,10.5,1
106,1,13.0,22.0,0.591,10.0,3,15.0,0.667,5.0,7.0,0.714,0.0,8.0,8.0,4.0,2.0,1.0,3.0,2.0,41.0,34.1,15.0,0,1.052,1.096,0.128,10.6,1
107,0,6.0,16.0,0.375,3.0,-1,8.0,0.375,0.0,0.0,,0.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,15.0,10.7,-4.0,0,1.059,1.095,0.129,10.5,0
108,0,12.0,28.0,0.429,3.0,-13,11.0,0.273,10.0,10.0,1.0,0.0,2.0,2.0,10.0,2.0,0.0,1.0,2.0,37.0,30.0,-7.0,0,1.083,1.106,0.118,11.6,1
109,0,10.0,23.0,0.435,2.0,-9,8.0,0.25,11.0,12.0,0.917,2.0,6.0,8.0,8.0,1.0,2.0,6.0,5.0,33.0,23.7,-12.0,0,1.072,1.105,0.126,11.2,1
110,1,8.0,14.0,0.571,3.0,22,5.0,0.6,6.0,7.0,0.857,1.0,4.0,5.0,8.0,1.0,1.0,4.0,1.0,25.0,22.8,31.0,0,1.114,1.154,0.149,11.1,0
111,1,8.0,16.0,0.5,4.0,8,9.0,0.444,8.0,9.0,0.889,1.0,7.0,8.0,6.0,1.0,0.0,3.0,1.0,28.0,24.2,15.0,0,1.092,1.132,0.141,12.7,1
112,0,12.0,25.0,0.48,4.0,-7,7.0,0.571,6.0,7.0,0.857,1.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,34.0,19.1,7.0,0,1.066,1.109,0.147,10.2,1
